saleid,productid,itemsize,quantity,saleprice
191559,1263,11.5,1,46.49
191560,420,11.5,1,62.4
191560,727,7,1,28.41
191560,790,6.5,1,30.35
191560,915,7,1,73.6
191560,934,10,1,37.04
191561,1429,7,1,9.89
191562,620,10,1,150
191562,916,11,1,75
191562,1189,10.5,1,100.1
191563,420,12,2,63.05
191564,183,7.5,1,26.99
191564,275,7.5,1,36.39
191564,915,11,2,72.8
191564,1189,10.5,2,110
191564,1386,10.5,2,44.09
191565,656,8.5,1,38.99
191566,319,8.5,1,18.59
191566,1253,12,1,37.04
191566,1435,10.5,1,65
191567,94,9.5,1,14.99
191567,214,6,1,34.99
191567,649,8.5,1,69.3
191567,965,9,1,25.19
191567,1181,11.5,1,45.99
191567,1189,8.5,1,108.9
191567,1264,11.5,1,63.99
191568,1226,9,1,68
191569,279,7,1,32.99
191569,1236,10,1,26.99
191569,1270,11,1,63.99
191569,1420,11.5,1,34.29
191570,868,8,1,71.78
191571,495,8,1,70
191571,854,11,1,93
191571,1265,12,2,30.02
191571,1430,10.5,1,32
191572,651,11,1,45.49
191573,864,9,1,118.79
191573,892,9.5,1,58.55
191574,656,10,1,38.99
191574,755,10,1,38.39
191574,947,8,1,67.62
191574,986,8,1,50.99
191574,1375,11,1,34.19
191574,1407,6,1,15.46
191575,56,11.5,1,84.48
191575,713,11.5,2,63.05
191575,916,10.5,1,67.5
191575,1148,11.5,2,94.75
191575,1228,9,1,44.17
191576,335,10.5,1,85.5
191576,512,9,1,31.99
191576,651,11.5,1,46.49
191576,681,6.5,1,37.6
191576,956,8.5,1,30.35
191577,922,11.5,2,37.71
191578,373,11,1,28.99
191578,949,7,1,28.7
191578,1049,9,1,63.7
191578,1295,11,1,98.27
191578,1359,12,1,108.9
191578,1364,7,1,36.99
191579,92,10,1,21.84
191579,304,8,1,53.9
191579,425,9,2,68.4
191579,869,11.5,1,70.2
191579,1420,11.5,1,34.29
191579,1432,9,1,43.69
191580,835,8.5,1,31.27
191581,731,7.5,2,10.79
191581,1001,9.5,1,65
191581,1319,10,1,60.38
191582,136,11.5,1,91.2
191582,320,10.5,1,56.99
191582,709,8,2,33.99
191582,1038,9.5,2,119.99
191583,1315,11.5,1,44.54
191584,123,6,1,23.99
191584,549,12,2,51.69
191584,1171,8.5,1,40.58
191584,1347,6.5,1,14.39
191584,1408,5.5,2,54.87
191585,932,6,1,11.95
191586,50,8.5,1,57.99
191586,419,9,1,27.15
191586,1206,10.5,1,54.87
191587,504,9,2,49.39
191587,591,10,1,32.99
191588,381,6.5,1,13.64
191588,493,10.5,1,64.34
191588,537,9,1,62.03
191588,815,9,1,102.3
191589,276,9.5,1,70
191590,323,9.5,1,35.63
191590,651,8.5,1,46.99
191590,1035,9,1,55.19
191590,1062,11.5,1,52.8
191591,269,8,2,47.5
191591,364,12,1,69.3
191591,495,10.5,1,63
191592,282,7,1,14.09
191592,811,11,1,53.99
191592,1230,9.5,1,34.99
191593,1276,12.5,1,36.79
191594,416,10,2,21.99
191594,425,10.5,1,66.96
191594,428,10,1,34.99
191594,1101,9,1,104.5
191594,1215,10.5,2,69.3
191594,1290,7.5,1,94.08
191595,825,8,1,36.25
191596,23,10.5,1,62.4
191596,445,11,1,65.1
191596,624,6,1,15.83
191596,646,10.5,1,101.19
191596,696,10.5,1,65
191596,697,6,1,14.84
191596,1424,6.5,1,40.41
191597,1134,11,1,81.99
191597,1215,7,2,70
191597,1409,9.5,1,44.15
191598,120,11,1,20.23
191598,1143,11,1,120
191598,1221,8.5,1,37.61
191599,943,11,2,27.25
191600,1255,10.5,1,70.99
191601,276,11.5,1,67.9
191602,811,8.5,1,57.59
191603,272,9.5,1,84.6
191604,793,8.5,1,18.99
191605,215,6.5,1,35.99
191605,280,10.5,1,91
191605,477,6,1,16.37
191605,1206,12.5,1,57.82
191605,1207,10.5,1,56.99
191606,496,7.5,2,65
191607,559,9,1,73.49
191608,276,10.5,1,65.1
191608,519,7.5,2,53.75
191608,621,12,1,11.82
191608,728,10.5,1,49.5
191608,1163,8.5,1,34.19
191608,1169,10,1,60.14
191609,922,11.5,1,37.71
191610,728,8.5,1,50.05
191611,1038,8.5,1,110.39
191612,730,10,2,35.48
191612,840,9,2,53.89
191612,915,10.5,1,73.6
191613,338,10,1,17.27
191613,416,7.5,1,21.99
191613,710,9,1,26.31
191613,955,11,1,19.79
191613,1175,7.5,1,31.03
191613,1215,10.5,2,65.1
191614,183,11,1,26.72
191614,226,6.5,1,22.07
191614,606,11,2,33.66
191614,700,11,1,41.35
191614,770,5.5,1,17.47
191614,924,8.5,1,45.49
191615,916,11.5,1,72
191616,1326,8,1,50.95
191617,21,10.5,2,85.5
191617,537,9.5,2,65.99
191617,969,8,2,35.27
191617,1125,5.5,1,14.24
191617,1216,11,1,67.5
191617,1255,11,1,63.89
191618,153,9.5,1,57.6
191619,412,7.5,1,24.99
191620,1345,9,2,15.29
191621,204,10,1,33.59
191621,292,6.5,1,24.49
191621,381,6,1,14.24
191621,765,11.5,1,63
191621,813,9,1,49.99
191621,898,9.5,1,72.74
191622,583,9.5,1,48
191622,615,10.5,2,40.94
191622,770,5.5,2,18.99
191622,846,9,2,28.41
191622,1315,10.5,1,40.49
191622,1419,11,1,29.69
191623,1143,12,1,117.6
191624,321,9,1,89.99
191624,321,10.5,2,86.39
191624,425,10,1,72
191624,493,12,1,61.09
191624,998,10,2,35.99
191624,1291,8.5,1,65
191625,122,8,1,32.99
191625,741,10,2,66.99
191625,1213,11,1,64.4
191625,1403,6,2,48.36
191626,1427,6.5,2,50.87
191627,66,11,1,102.82
191627,384,8.5,1,10.11
191627,932,5.5,1,12.34
191627,969,7.5,1,35.27
191627,1040,6.5,1,11.63
191627,1143,10,1,120
191628,1312,7.5,1,20.67
191629,1067,11,1,63.35
191630,916,11,1,75
191631,836,8,1,15.99
191631,1195,9.5,2,85.25
191631,1206,12.5,2,59
191631,1213,7.5,1,63.7
191631,1227,11.5,1,72
191631,1291,9.5,1,63.7
191632,730,9.5,1,38.21
191633,427,11,1,51.29
191634,985,9.5,1,55
191635,202,11,1,43.2
191635,436,9,1,73.5
191635,494,11,1,58.79
191635,536,9.5,2,72
191635,861,9,2,101.85
191635,1052,8.5,1,54.6
191636,565,8.5,1,26.38
191637,721,10.5,1,34.19
191638,227,6,1,6.99
191638,361,11.5,1,110.99
191638,425,7.5,1,72
191638,811,9.5,1,57.59
191638,968,10,1,29.43
191638,1024,8.5,1,21.99
191639,280,11.5,2,91
191639,1128,8.5,1,69.75
191640,497,9.5,2,55.79
191641,987,8,1,23.65
191642,244,11.5,1,74.25
191642,266,11,1,19.73
191642,696,11,1,58.5
191642,727,7,2,27.83
191642,940,10,2,42.74
191642,1062,12,1,50.6
191642,1091,11,1,61.75
191643,915,10.5,1,74.4
191644,599,11.5,1,40.91
191645,50,10.5,1,55.09
191645,362,7.5,2,61.37
191645,494,10.5,2,54.59
191645,773,9.5,1,78.95
191645,864,9.5,1,112.79
191645,984,8.5,1,51.7
191645,1153,10.5,1,18.8
191646,28,10.5,1,106.7
191646,304,10,1,53.9
191646,358,10.5,1,55
191646,1104,9.5,1,59.4
191647,202,7,1,45
191647,495,7.5,2,69.3
191648,916,11,1,69
191649,201,12,1,71.53
191650,291,8.5,1,23.99
191650,691,8,1,33.66
191650,915,9.5,2,75.2
191650,938,12,1,83.7
191650,978,9,2,48.99
191651,384,8.5,1,10
191651,520,12,2,16.55
191651,535,6,1,60.05
191651,559,11,1,74.99
191651,810,8,1,62.4
191651,1064,5.5,2,38.39
191652,292,10,1,24.99
191652,618,10,1,41.7
191652,818,9,1,30.59
191652,1083,11.5,1,49.49
191653,1227,9.5,2,69.84
191654,24,8,1,72.8
191655,105,5.5,1,35.09
191655,207,6,1,19.79
191655,731,9.5,1,10.91
191655,1062,8.5,1,53.9
191655,1207,11,2,54.59
191655,1349,10.5,1,47.5
191656,780,11,1,90
191657,1215,11.5,1,66.5
191658,736,7,2,10.55
191659,649,8.5,1,70
191660,1424,10,1,40.41
191661,360,11.5,2,112.8
191661,558,8,1,10.11
191661,813,9,1,46.49
191661,1412,9,1,68.6
191662,550,10.5,1,59.8
191663,85,9,1,71.53
191663,105,10,1,38.99
191663,180,9.5,1,58.27
191663,364,12,1,65.8
191663,696,12,1,60.45
191664,1079,10.5,1,51.51
191665,652,10.5,1,42.29
191666,267,9,1,18.23
191666,281,11.5,1,90
191666,1345,6,1,16.82
191667,280,10.5,1,100
191667,527,8.5,1,13.94
191667,730,10,1,38.99
191667,798,12,1,40.84
191668,17,10.5,1,55.19
191668,233,8.5,1,55
191668,612,9.5,1,79.99
191669,1071,9,1,28.2
191670,527,9,1,13.79
191671,1213,10,1,70
191672,1256,11,1,31.49
191673,1155,10,1,30.99
191674,440,12,1,75.59
191674,912,8,1,63.05
191674,1093,9,1,20.92
191675,454,8.5,1,21.15
191676,119,10,1,44.15
191676,464,8.5,1,42.76
191676,1435,10.5,1,61.75
191676,1435,11.5,1,62.4
191677,1202,7.5,2,20.23
191678,183,11,1,25.37
191678,799,8,1,55.85
191678,809,11.5,1,29.11
191678,989,10.5,2,104.5
191678,1200,8.5,1,60
191679,527,8,1,14.09
191680,623,7.5,1,20.69
191680,736,5.5,1,9.89
191680,942,10,2,44.99
191681,442,10.5,1,50.99
191681,485,10,1,72.8
191681,1064,9,1,36.39
191681,1203,9,1,29.99
191681,1280,9.5,1,116.99
191682,280,11.5,1,90
191682,316,9.5,1,52.8
191682,497,10.5,1,56.39
191683,25,10,2,92
191683,27,8,1,61.1
191683,354,10.5,1,61.75
191683,426,7,1,53.09
191683,793,10.5,1,17.99
191683,855,10,1,121.5
191683,1239,11,1,28.79
191684,1323,8.5,1,27.43
191685,822,10.5,1,33.65
191686,649,11.5,2,65.1
191687,272,11,1,82.8
191687,635,7.5,1,18.99
191687,741,9.5,1,64.98
191687,943,11,1,26.09
191687,1001,7,1,65
191688,292,6,1,23.99
191688,757,10.5,1,43.99
191688,780,9.5,1,90
191688,985,12,1,52.8
191688,1308,7,1,14.99
191688,1342,10,1,34.19
191688,1366,5.5,1,16.65
191689,1018,7,1,43.12
191690,1279,8,1,104.99
191691,543,11,1,24.49
191692,940,11,1,41.39
191693,1291,11,1,65
191694,209,7.5,1,43.64
191694,252,8.5,1,32
191694,272,11.5,1,81
191694,409,7.5,1,87.41
191694,887,11.5,1,73.31
191694,986,8.5,2,45.89
191695,327,11,1,57.6
191695,417,12,1,27.29
191695,740,11.5,1,55.79
191696,276,8,1,70
191696,360,11.5,1,116.4
191696,374,6,1,82.44
191696,396,8.5,1,23.03
191696,742,7.5,1,64.16
191696,787,9,1,19.99
191696,813,11,1,46.99
191697,1050,8.5,2,49.91
191698,20,11,1,50.6
191698,33,10.5,1,115.2
191698,874,11.5,2,64.98
191698,1096,9.5,1,21.99
191698,1394,12,1,55.43
191699,921,5.5,1,15.35
191700,57,9.5,1,93.1
191700,520,9.5,1,16.91
191700,685,9,1,25.47
191700,1206,12.5,1,55.46
191701,438,10,1,72
191701,623,7,1,22.99
191701,758,10.5,2,52.37
191701,967,10,1,36.09
191701,1305,7,1,13.29
191702,67,12,1,81.69
191702,93,12,1,46.49
191702,276,11.5,1,67.2
191702,348,10,1,14.39
191702,941,10,1,14.39
191702,1212,11.5,1,63.35
191703,31,9.5,1,64.35
191704,272,10,1,81
191704,272,12,1,82.8
191705,317,8,1,50
191705,426,11,1,57.22
191705,976,8,1,51.29
191705,1038,10.5,1,107.99
191705,1408,10.5,1,55.43
191706,650,7.5,1,41.57
191707,7,9.5,1,67.85
191707,105,6,2,35.48
191708,131,11.5,1,87.12
191708,699,6.5,1,8.18
191708,822,12,1,32.63
191708,915,12,1,75.2
191708,934,5.5,1,38.99
191708,1090,7,1,64.35
191709,33,9.5,1,120
191709,93,10,1,46.49
191709,757,12,1,40.47
191709,942,7,1,43.19
191710,57,8,1,91.14
191710,272,10.5,1,86.4
191710,417,10.5,1,28.19
191710,1036,9,1,139.49
191710,1427,5.5,2,49.81
191711,99,6,2,18.8
191711,105,8.5,1,35.87
191711,451,8,2,18.79
191711,1310,9,1,26.59
191711,1420,10,1,33.59
191712,354,10,1,61.1
191712,398,7,2,30.99
191712,419,11,1,25.75
191712,425,10.5,1,67.68
191712,1153,10,1,17.66
191713,137,10.5,2,72.75
191714,377,8,1,54.52
191714,1000,10,2,65.8
191714,1006,11,1,75
191714,1049,10,2,62.4
191714,1227,7.5,2,72
191715,54,10.5,1,100
191715,408,9.5,1,95
191715,496,10.5,2,61.1
191715,944,7.5,2,30.99
191715,1019,6.5,1,24.56
191716,136,9.5,1,88.35
191716,319,10.5,1,19.79
191716,374,8,1,84.99
191716,547,10.5,1,140
191716,583,7,1,46.56
191716,749,7,1,14.69
191717,995,9,1,22.55
191718,67,11,1,85.99
191718,137,12,2,67.5
191718,151,8.5,1,39.12
191718,250,11.5,1,61.99
191718,956,6.5,2,30.02
191718,1131,9.5,1,100
191719,925,11.5,1,54.52
191720,28,11,1,102.3
191720,921,5.5,1,15.51
191720,1147,12,1,75.59
191720,1370,9.5,1,91.99
191721,1272,8.5,1,36
191722,276,9.5,2,66.5
191723,916,11.5,2,72.75
191724,147,6,1,31.99
191724,897,9,1,75.83
191724,1005,8.5,1,80
191724,1257,10,1,62.55
191725,1435,11.5,1,63.7
191726,366,10,1,59.15
191726,578,12,2,35.33
191726,791,8,1,35.27
191726,849,10.5,1,80
191726,1207,11,1,57.59
191726,1337,9,1,87.3
191727,7,9,1,67.85
191727,741,12,1,63.64
191727,854,9,1,93
191727,1181,11.5,2,41.39
191727,1358,8,1,52.79
191728,408,8,1,98
191729,334,10,1,76.8
191730,179,11.5,1,48.99
191730,773,10,1,75.59
191730,815,9.5,2,105.6
191730,1052,10,1,58.2
191730,1055,12,1,40.73
191730,1413,9.5,1,74.24
191731,897,11,1,72.67
191731,939,12,1,82.8
191731,1235,8.5,1,23.39
191731,1263,8.5,2,46.99
191732,970,7,1,23.99
191733,54,8.5,1,97
191733,197,6,1,15.51
191733,280,11,1,100
191733,836,7,1,15.67
191733,884,12,2,80.98
191733,967,8.5,1,34.57
191733,1312,7,1,21.77
191734,9,12,2,71.2
191734,88,9.5,1,16.37
191734,335,12,1,88.35
191734,487,10.5,1,79.05
191734,679,9,1,37.43
191734,1216,8.5,1,75
191734,1352,7,2,18.99
191735,558,6,2,10.99
191736,131,8.5,1,86.24
191736,350,7.5,1,52.99
191736,1296,9.5,1,58.89
191737,912,10,1,61.1
191738,681,11,2,40
191738,735,12,1,46.49
191738,1060,12,1,52.25
191738,1345,6.5,2,16.31
191738,1430,10.5,1,30.02
191739,427,12,1,49.67
191740,897,10.5,1,71.88
191741,691,7.5,1,33.66
191741,843,7.5,1,39.6
191741,903,7.5,2,60.99
191742,362,10,1,61.37
191742,364,9.5,1,70
191742,878,10,1,78.2
191742,943,9,1,27.83
191742,1312,7,1,21.99
191742,1323,9,1,27.71
191742,1420,11.5,1,34.99
191743,931,8.5,1,14.69
191744,924,10,1,47.49
191745,559,10.5,1,74.99
191745,620,10,1,144
191745,826,8.5,1,14.39
191745,1055,11,1,41.99
191745,1408,10.5,1,54.31
191745,1420,8.5,1,34.99
191746,1094,9,1,22.74
191747,244,11.5,1,67.5
191747,604,9,1,28.99
191747,852,7,1,37.71
191747,901,12,1,103.78
191747,1061,11,1,78.72
191747,1205,11,1,60.47
191748,176,12,1,143.99
191748,730,11,2,35.87
191748,875,10.5,1,60.75
191748,1227,12,1,69.84
191748,1236,6,2,25.64
191748,1312,8.5,1,20.23
191748,1329,10,1,38.53
191749,37,8,1,24.17
191749,844,12,1,47.03
191749,1108,7.5,1,40.31
191750,1237,6,1,30.99
191751,474,8,1,22.75
191751,941,8,1,14.39
191751,1034,10,1,57.99
191752,105,6.5,1,38.99
191752,136,9,1,86.45
191752,382,9,1,24.95
191752,432,11.5,1,64.35
191752,923,9.5,1,35.27
191752,1420,11.5,1,34.99
191753,1,11,1,85.53
191753,153,8.5,1,54.6
191753,854,9,1,96
191753,916,11,1,69
191753,1008,11,1,75.99
191753,1057,10,1,53.35
191754,868,10.5,1,73.26
191755,272,9,1,90
191756,1206,12.5,1,53.69
191757,818,8.5,1,30.93
191758,97,10.5,1,36.79
191758,168,8,1,25.99
191758,706,7.5,1,20.92
191758,976,9.5,1,53.45
191758,1280,12,1,116.99
191759,324,7.5,1,34.29
191760,1375,11.5,1,34.19
191761,448,8.5,1,12.47
191762,869,11,2,77.22
191763,773,11,1,78.11
191764,864,9,1,111.59
191765,840,9.5,1,52.24
191766,500,10.5,1,51.14
191767,875,11.5,1,61.99
191768,1330,11.5,1,46.55
191769,834,7.5,1,21.83
191770,324,9.5,1,32.19
191770,344,9,1,49.97
191770,497,9.5,1,59.39
191770,710,7,1,26.59
191770,940,11.5,1,40.94
191770,1288,7.5,1,21.11
191771,177,10,1,80.35
191771,434,9.5,1,72
191771,662,8,1,26.09
191771,881,11.5,1,80.99
191771,1276,12.5,1,37.19
191771,1317,10.5,1,33.47
191772,423,11.5,1,85.5
191773,540,5.5,1,59.16
191774,308,12,1,55.8
191775,729,10.5,1,61.75
191776,250,11.5,1,55.79
191776,436,9,2,69.75
191776,1243,11.5,1,34.03
191776,1400,11.5,1,68.39
191777,136,11.5,2,85.5
191777,409,8.5,1,92.06
191777,550,9,1,61.75
191777,830,7.5,2,10.22
191778,453,10,2,33.59
191779,54,10.5,1,92
191779,324,10.5,1,33.59
191779,645,8.5,1,40
191779,739,8.5,1,48.99
191779,1056,11,1,60.76
191779,1276,12.5,2,39.99
191779,1345,10,1,15.46
191780,148,10,2,27.43
191780,388,9.5,1,35.99
191780,804,6,1,35.99
191780,1340,11,1,74.09
191781,33,11,1,108
191781,559,8.5,1,70.49
191781,662,10,1,28.7
191781,848,9,2,62.08
191781,982,6.5,1,21.38
191782,417,9,1,29.99
191782,417,10.5,1,28.79
191782,925,9.5,1,58
191782,1118,9,1,35.27
191783,612,8,1,71.99
191783,932,6,1,12.47
191783,1295,10,1,97.19
191783,1336,10,1,45.56
191784,451,8.5,2,18.39
191785,204,9,1,34.29
191785,801,10,2,29.13
191786,316,10,1,55
191787,256,11,1,19.79
191788,915,11,1,77.6
191789,319,10,1,19.99
191790,276,11.5,1,67.9
191790,520,8,1,16.91
191790,615,10.5,1,44.99
191790,893,9.5,2,57.95
191790,1145,12,2,125
191790,1386,5,1,43.64
191791,106,10.5,1,45.53
191791,244,11,1,75
191791,696,10,1,60.45
191791,742,5.5,1,65.54
191791,1295,11.5,2,99.35
191791,1329,11.5,2,38.94
191791,1365,5.5,1,23.03
191792,1292,12,1,70.2
191793,815,10.5,1,101.2
191794,17,10,1,59.99
191794,1269,10.5,2,87.99
191794,1291,11.5,1,63.05
191795,518,9.5,1,96.99
191795,635,9.5,1,18.99
191795,849,10,1,80
191795,1226,11,1,64.6
191795,1372,7,1,42.76
191796,242,9,1,32
191797,575,11.5,2,31.84
191798,915,11.5,1,75.2
191799,850,10,1,45
191800,156,8,1,64.01
191800,308,12,1,60
191800,417,9.5,1,28.79
191800,527,11,1,13.79
191800,1126,6.5,1,33.65
191801,269,8,1,50
191802,618,12,2,40.84
191803,1039,11,1,36.25
191804,225,7,1,28.79
191804,436,11.5,1,69.75
191804,476,11,1,23.99
191804,651,9.5,1,49.99
191804,985,9.5,1,50.05
191804,1168,11,1,63.47
191805,435,12,1,78.2
191805,741,11.5,1,64.31
191805,958,11,1,72.75
191805,1079,8.5,1,50.95
191806,328,6.5,1,16.31
191807,17,11.5,1,57.59
191807,622,9.5,1,46.49
191807,692,10,1,27.43
191807,727,6.5,1,27.25
191807,940,9.5,1,42.29
191807,1257,10.5,1,63.23
191808,1306,9,1,32.75
191809,238,9,1,48.5
191809,679,9,1,38.6
191809,1062,9,1,50.05
191809,1094,7,1,24.74
191810,40,12,1,32.2
191810,250,11.5,2,57.03
191810,281,10.5,1,92
191810,584,9,1,102.81
191810,789,10,1,38.8
191811,597,10.5,1,43.99
191812,915,9,1,77.6
191812,940,8,1,41.39
191812,1004,11.5,1,90
191812,1031,9,1,51.47
191812,1145,7.5,1,117.5
191812,1176,12,1,79.05
191812,1250,10.5,1,63
191813,890,9.5,1,44.15
191814,105,6,1,38.99
191814,224,7,1,21.99
191814,642,8,1,18.61
191814,967,10,1,36.85
191814,1256,8.5,2,33.59
191814,1372,10,1,43.7
191815,854,11.5,2,90
191816,582,10,1,38.21
191816,647,11,1,101.2
191817,105,9,1,37.43
191817,202,10,1,45
191817,696,10.5,1,65
191817,775,9.5,1,56.11
191817,886,9.5,1,56.83
191818,366,9,1,60.45
191818,380,8,1,77.6
191818,601,8,1,14.71
191818,1089,10.5,1,58.5
191819,420,7.5,1,65
191820,597,11,1,39.59
191821,1256,9.5,1,34.99
191822,1356,8.5,1,14.69
191823,146,10,1,53.57
191823,219,8.5,1,21.83
191823,281,10.5,1,94
191823,497,9,2,53.99
191823,669,6.5,1,38.94
191823,797,9.5,1,21.11
191823,1295,11.5,1,106.91
191824,276,10.5,1,64.4
191824,292,8.5,1,23.99
191824,599,10,1,40.91
191824,1092,7.5,1,27.54
191824,1236,6.5,1,25.91
191824,1408,5,1,55.99
191825,338,10,2,17.45
191826,327,11,1,57.6
191826,367,11,1,95
191826,497,11,1,59.99
191826,655,10.5,1,34.55
191826,696,10.5,1,59.15
191826,973,9,1,47.99
191826,1315,8,1,44.99
191827,264,9,1,19.4
191827,830,6.5,1,10.77
191827,915,8.5,1,80
191827,915,11,1,72
191827,958,11,1,75
191827,1417,11,1,52.8
191828,105,9,1,35.87
191828,139,11.5,1,43.64
191828,417,9,1,26.99
191828,918,6,1,42.74
191829,232,12,1,55
191829,559,9.5,2,74.99
191829,1052,9.5,2,59.4
191830,496,9,1,60.45
191831,1366,5.5,1,15.97
191832,29,12,1,54.6
191832,52,10.5,1,60.75
191832,105,6,1,35.09
191832,130,7.5,1,22.99
191832,956,10,1,31.67
191832,1186,12,2,67.9
191833,995,6,2,23.99
191834,425,10,1,67.68
191835,651,11.5,1,45.49
191836,844,8.5,1,45.07
191837,806,6,1,16.99
191837,969,8.5,1,34.55
191837,1051,10.5,1,51.69
191838,878,12,2,75.04
191839,935,10.5,1,78.4
191839,1106,11,1,64.35
191839,1256,9,2,34.99
191840,14,8,2,120
191840,144,11,1,34.03
191840,192,12,2,37.04
191840,347,9.5,1,53.75
191840,1078,9,1,14.09
191840,1171,12,1,38.12
191841,308,12,1,60
191841,361,12,1,101
191841,876,11.5,1,87.39
191841,910,7,1,16.82
191841,1420,7.5,1,31.84
191842,302,10.5,1,57.03
191843,523,6.5,1,34.99
191844,230,10,1,44.99
191844,490,8.5,1,16.65
191844,497,8.5,1,55.19
191844,912,11.5,1,60.45
191844,940,11,1,44.54
191844,1420,10,1,32.89
191845,549,11,1,49.49
191846,380,9.5,1,76
191846,419,10,1,27.43
191846,517,7,1,45.08
191846,811,9,1,57.59
191846,861,12,1,103.95
191847,231,10,2,34.91
191847,419,9,1,26.31
191848,425,10.5,2,64.8
191849,725,8.5,1,22.31
191850,1269,12,1,86.23
191851,1120,12,1,73.6
191852,1349,9.5,1,50
191853,335,10.5,2,93.1
191853,881,11.5,1,89.99
191853,1009,9.5,1,65.95
191853,1236,6.5,1,26.72
191853,1305,8.5,1,12.73
191854,152,8.5,1,16.99
191855,946,7,1,65.55
191856,1367,6,1,17.27
191857,49,7.5,1,41.7
191857,993,6.5,1,22.07
191857,1026,12.5,1,99
191858,105,7.5,1,37.04
191859,137,11.5,2,68.25
191859,236,6,2,15.99
191859,987,11,1,25.99
191859,1216,6.5,1,69
191860,560,8.5,2,47.49
191860,619,11,1,51.15
191860,849,11.5,1,75.2
191861,238,9,1,48
191861,319,8.5,1,18.79
191861,943,9,1,28.99
191861,1128,11.5,2,74.25
191861,1272,7,1,38.4
191862,699,6.5,1,8.99
191862,998,6,1,33.83
191862,1005,11.5,1,79.2
191862,1006,8.5,2,68.25
191863,729,9.5,1,61.1
191863,1030,7,1,15.19
191863,1062,11.5,1,55
191863,1128,11.5,1,71.25
191864,244,11.5,1,74.25
191864,361,10.5,1,99.89
191864,372,7,1,23.99
191864,653,9,1,35.48
191864,818,7.5,1,30.93
191864,988,11.5,1,34.99
191864,1408,11.5,1,54.31
191865,362,8,1,59.39
191865,948,10,1,20.69
191865,1050,7.5,1,49.91
191865,1055,10,1,41.57
191865,1411,11,1,70
191866,1205,11,1,61.1
191867,276,11.5,1,64.4
191868,97,9.5,1,39.99
191868,545,10,2,27.89
191868,605,8.5,1,12.73
191868,865,11,1,68.39
191868,903,10,1,60.99
191868,1155,7.5,1,28.82
191869,263,6.5,1,52.63
191869,464,6,1,45.58
191869,542,11,1,21.11
191870,1141,11.5,2,68.99
191871,485,11,1,73.6
191871,618,11,1,41.27
191871,853,10.5,1,96
191871,916,10,1,70.5
191871,1049,10.5,2,58.5
191871,1226,12,1,64.6
191872,109,8,1,19.79
191872,257,9,1,27.43
191872,354,11,2,62.4
191872,578,11.5,1,34.95
191872,940,8,1,40.94
191872,1030,9,1,15.35
191873,351,10,1,86.4
191873,633,6,1,73.91
191873,662,10,1,26.38
191873,774,8,2,16.14
191873,1038,10.5,1,119.99
191873,1039,12,2,35.51
191873,1238,7,1,27.43
191874,530,11.5,1,72
191875,131,11.5,1,81.84
191875,290,8,1,19.31
191875,739,8.5,1,48.99
191875,862,10,1,64.31
191875,984,11.5,2,52.8
191875,1127,9,1,77.99
191876,958,10.5,1,71.25
191877,225,11,1,27.89
191877,274,10.5,1,81.9
191877,493,9,1,63.04
191877,527,7,1,14.09
191877,789,7,1,36.8
191877,1020,11,2,58.8
191878,612,11.5,1,78.39
191879,1332,12,1,96.6
191880,1388,10.5,1,39.89
191881,208,8.5,1,26.03
191881,729,10,1,61.1
191881,916,11.5,1,75
191881,1161,12,1,14.55
191882,1295,10,1,106.91
191883,136,11.5,1,85.5
191883,221,8.5,1,20.15
191883,327,10,1,58.88
191884,114,8,1,19.99
191885,204,7,2,34.64
191886,1052,10,1,58.2
191887,496,9.5,1,58.5
191888,1134,11,1,78.71
191889,53,6,1,19.73
191889,122,8,2,29.69
191889,436,8,1,68.25
191889,530,11,1,73.5
191889,958,12,1,73.5
191889,1381,8.5,1,77.21
191890,185,6.5,1,11.27
191890,870,9.5,1,82.72
191891,442,10.5,1,50.99
191892,619,8,1,50.6
191893,53,9,1,20.57
191893,61,11.5,2,90
191893,224,9,1,21.99
191893,423,10.5,1,82.8
191893,1203,10,1,26.99
191894,1144,9.5,1,93.11
191895,119,9.5,1,42.77
191895,424,8,1,28.49
191895,1005,9.5,1,76
191895,1382,9.5,1,63.23
191895,1416,11,1,17.45
191896,8,10,1,73.45
191896,147,5.5,2,31.03
191896,665,5.5,2,27.54
191896,852,11.5,1,40.58
191896,1164,8.5,1,27.99
191896,1364,7,1,33.66
191897,1263,10.5,1,48.49
191898,649,9.5,1,67.2
191899,37,9.5,1,25.73
191899,809,11,1,28.79
191899,1126,6.5,1,31.95
191899,1206,10.5,1,58.41
191899,1280,10.5,2,116.99
191900,132,9.5,1,114
191900,269,12,2,45.5
191900,384,8,2,10.88
191900,861,10.5,1,95.55
191900,916,9.5,1,69
191900,1408,10.5,1,52.07
191901,20,11.5,1,49.5
191901,244,9.5,1,72.75
191901,280,11.5,2,90
191901,708,7,1,23.99
191901,938,10,2,83.7
191901,1100,11,1,32
191901,1134,11.5,2,77.89
191902,847,10,1,24.17
191903,557,7.5,1,28.49
191903,1226,10.5,1,65.28
191903,1265,10,1,30.68
191904,187,7,1,30.72
191904,374,5.5,1,79.89
191904,442,11.5,2,47.42
191904,1023,10,1,20.36
191905,267,8.5,1,17.47
191906,1391,10.5,1,31.34
191907,815,12,1,102.3
191908,585,10,1,20.67
