productid,itemsize,purchaseid,quantity,purchaseprice
139,12,8685,1,22.5
141,8.5,8286,2,22.5
141,8.5,8937,1,22.5
141,10,8242,1,22.5
141,11,8332,1,22.5
142,8,7972,1,27
142,8.5,8195,1,27
142,9.5,8662,1,27
142,10,8151,1,27
142,10,8242,1,27
142,10,8889,1,27
142,10.5,7928,1,27
142,10.5,8616,1,27
142,10.5,8797,1,27
142,11,7928,1,27
142,11,8662,1,27
142,11,8753,2,27
143,7,8786,1,9.49
143,9,8511,1,9.49
143,9,8694,2,9.49
143,10,8138,2,9.49
143,10,8463,2,9.49
143,10,8603,2,9.49
144,8.5,8615,1,18.5
144,11,8105,1,18.5
144,11,8476,1,18.5
145,10.5,8004,1,22
145,10.5,8738,1,22
145,11.5,8317,1,22
145,11.5,8602,1,22
146,10,8047,1,28.5
146,10,8181,1,28.5
146,10,8510,1,28.5
146,10.5,8693,2,28.5
146,11.5,7914,2,28.5
146,11.5,8317,1,28.5
146,11.5,8412,1,28.5
146,11.5,8462,1,28.5
147,5.5,8091,2,16
147,5.5,8463,1,16
147,6,8048,1,16
147,6,8923,1,16
147,6.5,8649,1,16
147,7.5,8318,1,16
147,7.5,8463,1,16
147,9,8182,1,16
147,9,8649,1,16
148,5.5,8318,1,14
148,5.5,8966,2,14
148,6,8091,1,14
148,7,8138,2,14
148,10,8048,2,14
148,10,8318,1,14
149,10,8554,1,5.5
150,6.5,8463,1,10.49
151,6,8229,1,21.5
151,6,8463,2,21.5
151,6.5,8877,1,21.5
151,7,8649,2,21.5
151,7.5,8091,1,21.5
151,7.5,8739,1,21.5
151,8,8413,1,21.5
151,8.5,8048,1,21.5
151,8.5,8831,1,21.5
151,8.5,8966,1,21.5
151,9,8694,1,21.5
151,9,8923,1,21.5
151,10,8005,1,21.5
151,10,8182,1,21.5
152,7.5,8511,1,8.49
152,8,8739,1,8.49
152,8.5,8091,1,8.49
153,5.5,8399,1,30
153,6.5,8305,2,30
153,8,8168,2,30
153,8.5,8035,1,30
153,9,8078,1,30
153,9.5,7991,1,30
153,9.5,8818,1,30
153,10.5,8214,1,30
154,7,8229,2,16.5
154,7,8649,1,16.5
154,7,8923,1,16.5
154,7.5,8271,2,16.5
154,7.5,8413,1,16.5
154,7.5,9002,1,16.5
154,8.5,8694,1,16.5
154,8.5,8877,1,16.5
154,9,8318,1,16.5
154,9,8739,1,16.5
154,10,8366,2,16.5
155,9.5,8830,1,21.5
156,8,8047,1,32.99
156,8.5,8785,2,32.99
156,10.5,8137,1,32.99
156,10.5,8412,1,32.99
159,7.5,8575,2,44
159,8,8711,1,44
159,9.5,8484,1,44
159,9.5,8759,1,44
159,10,7977,1,44
159,10,8246,1,44
159,10,8292,1,44
159,11,8804,1,44
159,11.5,8338,3,44
159,11.5,8711,1,44
159,12,8983,1,44
160,6,8877,1,37.5
160,6.5,8554,2,37.5
160,7,8786,1,37.5
160,7,8831,1,37.5
160,8,8091,1,37.5
160,10,8271,1,37.5
160,10,8413,1,37.5
161,6,7959,1,15.5
161,6,8138,1,15.5
161,6,8739,1,15.5
161,6.5,8649,1,15.5
161,7,7959,1,15.5
161,7,8413,2,15.5
162,10.5,8109,1,24
162,10.5,8430,1,24
162,10.5,8801,1,24
163,6,8463,1,11.99
163,8,8739,1,11.99
164,6.5,8649,1,8.49
164,6.5,8739,1,8.49
164,7,8831,1,8.49
164,7.5,7915,2,8.49
164,8,8511,1,8.49
164,9,8877,1,8.49
165,5.5,8603,2,10.49
166,8.5,8877,1,19.5
168,5.5,8831,1,12.99
168,6,8229,1,12.99
168,6,8877,1,12.99
168,6.5,8318,1,12.99
168,7,8182,1,12.99
168,7,8318,1,12.99
168,7.5,8366,1,12.99
168,8,8048,1,12.99
169,6,8252,1,9.49
170,7.5,8413,1,11.49
170,8,9002,1,11.49
171,9,8786,1,12.49
171,9,8923,1,12.49
172,6,8440,1,9.49
172,7,8162,1,9.49
172,7,8393,2,9.49
172,7,8630,1,9.49
172,8,7938,1,9.49
172,9,8252,1,9.49
173,7,8208,1,11.49
173,7,8440,2,11.49
173,8,7896,1,11.49
173,8,8583,1,11.49
173,9,8208,1,11.49
173,9,8440,1,11.49
173,9,8768,1,11.49
174,8,7898,1,34.49
174,8.5,8349,1,34.49
174,9.5,8538,1,34.49
174,10.5,8906,1,34.49
175,11,8814,2,45
175,11,8906,2,45
176,8,8164,1,75
176,9,8858,1,75
176,10.5,8494,1,75
176,10.5,8633,1,75
176,11,8074,1,75
176,11,8255,1,75
176,11,8814,3,75
176,11,8858,2,75
176,12,8031,1,75
176,12,8211,1,75
177,6,8164,1,41
177,6.5,8074,1,41
177,8,8396,1,41
177,9.5,7898,1,41
177,9.5,8255,1,41
177,9.5,8494,2,41
177,9.5,8951,1,41
177,10,8031,1,41
178,9,8289,1,26
178,9,8383,1,26
178,9.5,8153,1,26
178,9.5,8289,1,26
178,9.5,8892,2,26
178,9.5,8940,1,26
178,10.5,8708,1,26
178,10.5,8940,2,26
178,11,7885,1,26
178,11,7975,2,26
178,11,8108,2,26
178,11,8665,1,26
178,12,8335,2,26
178,12,8429,1,26
178,12,8571,1,26
178,12,8619,1,26
179,7.5,8219,1,25
179,7.5,8357,1,25
179,8,8263,1,25
179,8,8403,1,25
179,8,8502,2,25
179,8,8685,1,25
179,8.5,7949,1,25
179,9,8730,1,25
179,9.5,8403,1,25
179,9.5,8730,2,25
179,9.5,8868,1,25
179,10.5,7949,1,25
179,10.5,8129,1,25
179,11,8403,2,25
179,11.5,7906,1,25
179,11.5,8040,1,25
179,11.5,8219,1,25
179,11.5,8403,2,25
179,12,8502,1,25
179,12,8640,1,25
180,6,8329,1,31
180,6,8659,2,31
180,6.5,7925,1,31
180,6.5,8012,1,31
180,7,8975,1,31
180,7.5,8794,1,31
180,9.5,8012,1,31
180,9.5,8703,1,31
180,9.5,8886,1,31
180,9.5,8934,1,31
180,10,8377,1,31
180,10,8423,1,31
181,5.5,8834,1,10.49
181,6,8834,1,10.49
182,7,8353,1,12.99
182,7.5,8682,2,12.99
182,7.5,8776,1,12.99
182,8.5,8449,1,12.99
183,6,8923,1,13.5
183,7.5,8005,1,13.5
183,7.5,8739,2,13.5
183,7.5,8786,1,13.5
183,9,8554,1,13.5
183,9,8694,1,13.5
183,10,8182,1,13.5
183,10,8318,1,13.5
183,10,8413,1,13.5
183,10,8554,1,13.5
183,11,8005,1,13.5
183,11,8048,1,13.5
183,11,8271,1,13.5
183,11,8603,3,13.5
183,11,8923,2,13.5
184,7,8126,1,14
184,8.5,8776,1,14
185,6.5,8079,1,6
185,6.5,8449,1,6
185,8.5,7946,2,6
185,8.5,8776,1,6
187,7,8085,1,16
187,8,7953,1,16
187,8,8872,1,16
187,9,8597,1,16
187,10,8917,1,16
187,11,8688,2,16
187,11,8917,1,16
187,12,8133,2,16
187,12,8312,1,16
187,12,8505,1,16
191,7.5,8565,1,30
191,9,8565,1,30
191,9.5,8423,1,30
191,9.5,8750,2,30
191,10,8148,2,30
191,10,8239,1,30
191,10.5,8703,2,30
191,11,8703,1,30
191,11.5,8377,1,30
191,11.5,8659,2,30
191,11.5,8794,1,30
192,7.5,7972,1,19.5
192,7.5,8706,1,19.5
192,8,8195,1,19.5
192,8,8242,1,19.5
192,8,8937,2,19.5
192,8.5,8332,2,19.5
192,8.5,8380,2,19.5
192,8.5,8706,2,19.5
192,8.5,8937,2,19.5
192,9,8286,2,19.5
192,9,8845,1,19.5
192,9.5,8242,1,19.5
192,9.5,8332,1,19.5
192,9.5,8477,1,19.5
192,9.5,8568,1,19.5
192,10,8151,2,19.5
192,10.5,7972,1,19.5
192,10.5,8332,1,19.5
192,11,7972,1,19.5
192,11,8106,1,19.5
192,11,8426,1,19.5
192,11,8477,1,19.5
192,11,8616,1,19.5
192,12,7928,2,19.5
192,12,7972,1,19.5
192,12,8106,2,19.5
192,12,8753,1,19.5
193,7,8449,1,7
193,8.5,8449,1,7
194,7.5,8864,1,9.49
194,9,8449,1,9.49
195,6,7903,1,16.5
195,6,8682,1,16.5
195,6,8776,1,16.5
195,6,8994,1,16.5
195,6.5,8819,1,16.5
195,7,8215,1,16.5
195,7.5,8306,1,16.5
196,6,8542,1,11.49
196,6.5,8169,1,11.49
196,6.5,8682,1,11.49
196,7,8449,1,11.49
196,7,8776,1,11.49
196,7.5,8169,1,11.49
197,6,8048,1,8
197,6,8831,1,8
197,7,8877,1,8
197,9,8554,2,8
198,7,8554,1,11.49
198,8.5,8511,2,11.49
198,9,8091,1,11.49
198,9,8739,2,11.49
198,10,8182,1,11.49
198,11,8413,1,11.49
199,6.5,8215,2,8
199,7,8169,1,8
199,7.5,8215,2,8
199,7.5,8449,1,8
200,7,8085,1,32.99
200,8,8734,1,32.99
200,9.5,8176,2,32.99
200,10,8176,2,32.99
200,12,8505,1,32.99
200,12,8688,1,32.99
201,7.5,8827,1,36.49
201,9.5,7910,1,36.49
201,9.5,8917,1,36.49
201,12,7999,1,36.49
202,7,7992,1,22.5
202,7,8215,1,22.5
202,7,8638,1,22.5
202,7,8682,1,22.5
202,7,8819,1,22.5
202,8,7903,1,22.5
202,8.5,8955,1,22.5
202,10,8036,1,22.5
202,10,8169,1,22.5
202,10,8400,2,22.5
202,11,7992,1,22.5
202,11,8260,1,22.5
202,11,8542,1,22.5
202,11,8819,1,22.5
202,11,8994,1,22.5
203,6,8649,1,22
203,6.5,8318,1,22
203,7,8511,1,22
203,7.5,8271,1,22
203,8,8138,1,22
203,8,8366,1,22
203,8,8786,1,22
203,8.5,8138,2,22
203,8.5,8366,1,22
203,9,8229,1,22
203,9,8413,1,22
203,10,8366,1,22
203,10,8966,1,22
204,6,8449,1,17.5
204,7,8079,2,17.5
204,7,8542,1,17.5
204,7.5,8542,1,17.5
204,8,8169,1,17.5
204,8,8260,1,17.5
204,8.5,7903,1,17.5
204,8.5,8353,1,17.5
204,9,8036,1,17.5
204,9,8498,2,17.5
204,10,7992,1,17.5
204,10,8079,1,17.5
204,10,8449,2,17.5
204,10,8819,1,17.5
204,11,8215,1,17.5
204,11,8638,1,17.5
204,11,8682,1,17.5
204,11,8864,1,17.5
205,9.5,8897,1,32.99
206,7.5,8914,1,12.99
206,9.5,8544,1,12.99
206,11.5,8263,1,12.99
207,6,7992,1,9.99
207,6,8215,1,9.99
207,7.5,8819,1,9.99
208,8,8682,1,14
208,8.5,8079,1,14
208,8.5,8215,1,14
208,8.5,8819,1,14
208,9,8126,3,14
208,9,8727,1,14
208,10,8126,1,14
208,10,8498,1,14
209,6,8580,1,22.5
209,6,8945,1,22.5
209,6.5,8343,1,22.5
209,6.5,8533,1,22.5
209,7.5,8025,1,22.5
209,7.5,8809,2,22.5
209,8,8533,1,22.5
209,8,8672,1,22.5
209,9,8580,2,22.5
209,10,8068,2,22.5
213,7,8463,1,14.5
213,7.5,8554,1,14.5
213,8,8138,2,14.5
213,8.5,8463,2,14.5
213,9,8966,1,14.5
213,10,8138,1,14.5
213,11,8463,1,14.5
214,6,8005,1,17.5
214,6,8603,1,17.5
215,6,8822,1,20
215,6.5,7995,1,20
215,6.5,8913,1,20
215,7.5,8356,1,20
215,7.5,8867,1,20
215,8,8639,2,20
215,8,8684,2,20
215,9.5,8171,2,20
215,10,8307,1,20
215,10,8593,1,20
216,9,8353,1,10.49
217,8.5,8637,2,32.49
217,9.5,8214,1,32.49
217,9.5,8448,1,32.49
217,9.5,8497,1,32.49
217,10.5,8993,1,32.49
217,11,8590,3,32.49
217,11.5,7945,2,32.49
217,11.5,8305,1,32.49
217,11.5,8497,1,32.49
217,12,8541,1,32.49
217,12,8775,1,32.49
218,10.5,7956,1,8
218,10.5,8736,1,8
218,10.5,8874,1,8
218,11,8783,1,8
218,12,8315,1,8
218,12,8410,1,8
218,12,8646,1,8
218,12,8783,1,8
219,7,7915,2,11.99
219,7,8271,1,11.99
219,7,8413,1,11.99
219,7,8786,1,11.99
219,7.5,8005,1,11.99
219,7.5,8091,1,11.99
219,7.5,8138,1,11.99
219,7.5,8318,1,11.99
219,7.5,8554,1,11.99
219,7.5,8966,1,11.99
219,7.5,9002,1,11.99
219,8,8649,1,11.99
219,8,8786,1,11.99
219,8.5,7959,1,11.99
219,8.5,8048,1,11.99
219,10,7915,1,11.99
219,10,8091,1,11.99
219,10,8366,2,11.99
219,10,8463,2,11.99
219,10,8694,1,11.99
219,10,8877,1,11.99
219,10,8923,1,11.99
219,11,7915,2,11.99
219,11,8229,1,11.99
219,11,8366,1,11.99
220,7,8271,1,11.99
220,7.5,8091,1,11.99
220,7.5,8271,1,11.99
220,7.5,8923,1,11.99
220,8,8694,1,11.99
220,8.5,8649,1,11.99
220,8.5,8923,1,11.99
220,9,7915,1,11.99
220,9,8603,1,11.99
220,9,8877,1,11.99
220,9,8923,1,11.99
220,10,8182,1,11.99
220,11,8463,1,11.99
221,7,9002,1,10.49
221,7.5,8091,1,10.49
221,7.5,8229,1,10.49
221,7.5,8511,2,10.49
221,8,8786,1,10.49
221,8.5,8091,1,10.49
221,8.5,8318,1,10.49
221,8.5,8511,1,10.49
221,8.5,8694,2,10.49
221,9,8138,1,10.49
221,9,8229,1,10.49
221,10,8271,1,10.49
221,10,8511,1,10.49
221,10,8786,1,10.49
221,10,8831,1,10.49
221,11,8511,1,10.49
221,11,8649,1,10.49
222,6,8501,1,30
222,6.5,8639,2,30
222,7.5,7948,1,30
222,8,8593,2,30
222,8.5,8218,1,30
222,9.5,7948,1,30
223,7.5,8463,1,15
223,8,7915,1,15
223,9,8739,1,15
223,11,8138,1,15
223,11,8229,2,15
223,11,8463,1,15
223,11,8649,2,15
223,11,8786,1,15
223,11,9002,1,15
224,6,8739,1,10.99
224,7,8048,1,10.99
224,8.5,8739,1,10.99
224,9,8091,1,10.99
224,10,8229,1,10.99
225,7,8048,1,15
225,7,8413,1,15
225,8,8229,1,15
225,8,8463,2,15
225,8,8649,2,15
225,8,8877,1,15
225,8,8923,1,15
225,8.5,7959,1,15
225,8.5,8005,1,15
225,9,8831,1,15
225,10,7915,2,15
225,10,8182,1,15
225,11,8091,1,15
225,11,8366,1,15
226,6.5,8005,1,11.49
227,6,8005,1,3.5
227,7,8229,3,3.5
228,7,8400,2,19.5
228,7.5,8169,1,19.5
228,7.5,8542,1,19.5
228,8,8169,1,19.5
228,8.5,7903,1,19.5
228,8.5,8079,1,19.5
228,8.5,8126,1,19.5
228,8.5,8498,1,19.5
228,8.5,8638,1,19.5
228,9,8776,1,19.5
228,10,8776,1,19.5
228,11,8260,1,19.5
229,9,8383,1,28
229,9,8756,1,28
229,9.5,8619,1,28
229,11,8153,1,28
229,11,8289,1,28
229,11.5,8198,1,28
229,11.5,8244,1,28
229,11.5,8800,1,28
229,12,8335,1,28
229,12,8527,1,28
230,6,8739,1,22.5
230,7,8877,1,22.5
230,8,8005,1,22.5
230,8,8463,1,22.5
230,8.5,7915,1,22.5
230,8.5,8511,1,22.5
230,8.5,8923,1,22.5
230,9,8138,1,22.5
230,9,8603,1,22.5
230,9,8694,2,22.5
230,10,8091,1,22.5
231,8,7897,1,18
231,8,8348,1,18
231,8,8632,1,18
231,10,8073,2,18
231,10,8632,1,18
232,8,7895,1,27.5
232,8.5,8207,1,27.5
232,8.5,8629,1,27.5
232,10,8251,1,27.5
232,10.5,8070,1,27.5
232,10.5,8251,1,27.5
232,10.5,8297,2,27.5
232,11,8297,1,27.5
232,11,8392,1,27.5
232,11,8854,1,27.5
232,11.5,7895,1,27.5
232,11.5,7937,2,27.5
232,11.5,7983,1,27.5
232,11.5,8161,2,27.5
232,11.5,8439,1,27.5
232,11.5,8582,1,27.5
232,11.5,8629,1,27.5
232,11.5,8718,1,27.5
232,12,8027,1,27.5
232,12,8811,2,27.5
232,12,8902,1,27.5
233,8.5,7983,1,27.5
233,8.5,8490,1,27.5
233,9,8582,1,27.5
233,9.5,8718,1,27.5
233,10,8811,1,27.5
233,10.5,8439,2,27.5
233,10.5,8811,1,27.5
233,11,8439,1,27.5
233,11.5,8117,2,27.5
233,11.5,8251,1,27.5
233,11.5,8674,1,27.5
233,12,8582,1,27.5
234,8,8939,1,35
234,9.5,8846,1,35
234,10,8197,1,35
234,10,8570,1,35
234,10.5,7974,1,35
234,10.5,8526,1,35
234,11,8107,2,35
234,12,8799,1,35
234,12,8846,2,35
236,6,8096,2,8
236,6,8323,1,8
236,6,8790,1,8
236,6,8836,2,8
236,7,8276,1,8
236,7,8928,1,8
236,7.5,7964,1,8
236,7.5,8323,1,8
236,7.5,8370,3,8
236,7.5,8468,1,8
236,7.5,8607,1,8
236,7.5,8928,1,8
236,8.5,8559,1,8
236,8.5,8654,1,8
236,9,8234,2,8
236,9,8370,1,8
236,9,8515,1,8
236,9,8969,1,8
236,9.5,7919,1,8
236,9.5,8370,2,8
236,9.5,8468,1,8
236,9.5,8559,1,8
236,9.5,8607,1,8
236,9.5,8790,1,8
236,9.5,8969,1,8
236,9.5,9005,1,8
238,9,8034,1,25
238,9,8077,1,25
238,9,8167,1,25
238,9.5,8725,1,25
238,12,8077,2,25
238,12,8124,1,25
238,12,8213,1,25
239,7,8440,1,8.99
241,6.5,7959,1,49.5
241,6.5,8554,1,49.5
241,7.5,8005,1,49.5
241,7.5,8603,1,49.5
241,8,8138,2,49.5
241,8.5,7959,2,49.5
241,8.5,8271,1,49.5
241,8.5,8554,2,49.5
241,8.5,8649,1,49.5
241,9,8182,1,49.5
241,9,8413,1,49.5
241,9,8511,1,49.5
241,10,8138,2,49.5
241,10,8413,1,49.5
241,11,8366,1,49.5
242,6.5,7909,1,16.5
242,7,7952,1,16.5
242,7,8175,1,16.5
242,7,8504,2,16.5
242,7.5,7998,1,16.5
242,8.5,8961,1,16.5
242,9,8043,1,16.5
242,9.5,8311,1,16.5
242,9.5,8406,1,16.5
242,10.5,8360,2,16.5
242,11,8175,2,16.5
242,11,8456,4,16.5
242,12,8175,1,16.5
242,12,8222,1,16.5
242,12,8871,1,16.5
243,6,8554,1,24
243,6.5,8649,1,24
243,6.5,8786,1,24
243,7.5,8831,1,24
244,8,8357,1,37.5
244,8,8403,1,37.5
244,8,8914,1,37.5
244,8.5,8730,2,37.5
244,9,8263,1,37.5
244,9,8453,1,37.5
244,9.5,8082,1,37.5
244,9.5,8357,1,37.5
244,10,7906,1,37.5
244,10,8129,3,37.5
244,10.5,8502,1,37.5
244,10.5,8594,1,37.5
244,10.5,8685,1,37.5
244,10.5,8778,3,37.5
244,10.5,8914,4,37.5
244,11,7906,1,37.5
244,11,8040,1,37.5
244,11,8357,2,37.5
244,11.5,7996,1,37.5
244,11.5,8040,1,37.5
244,11.5,8082,1,37.5
244,11.5,8453,1,37.5
244,11.5,8502,1,37.5
244,11.5,8544,2,37.5
244,11.5,8778,3,37.5
244,11.5,8914,2,37.5
244,12,7906,1,37.5
244,12,8594,1,37.5
244,12,8778,1,37.5
245,9,8357,1,31
245,9,8640,1,31
245,11,7949,1,31
248,7,8451,1,11.49
249,7,8669,1,26
249,8,8156,1,26
249,8,8530,1,26
249,10,8386,1,26
249,10,8942,1,26
249,10.5,8623,1,26
249,12,8247,1,26
250,9,8531,2,31
250,10.5,8434,1,31
250,10.5,8486,3,31
250,11,8670,1,31
250,11,8850,1,31
250,11.5,7979,1,31
250,11.5,8022,4,31
250,11.5,8157,1,31
250,11.5,8294,1,31
250,11.5,8531,1,31
250,11.5,8850,1,31
250,12,7934,1,31
250,12,8387,1,31
250,12,8670,1,31
252,6,8091,1,16.5
252,6,8229,1,16.5
252,6,8739,1,16.5
252,6.5,8366,1,16.5
252,6.5,8694,2,16.5
252,7,8554,1,16.5
252,7.5,8138,1,16.5
252,8.5,8048,1,16.5
252,8.5,8318,1,16.5
252,9,8138,1,16.5
252,9,8554,1,16.5
252,10,8182,2,16.5
252,10,8694,1,16.5
253,6,8831,1,17
253,6.5,8877,1,17
253,6.5,8923,1,17
253,7,7959,1,17
253,7.5,7959,1,17
253,7.5,8786,1,17
253,7.5,8923,2,17
253,8.5,7915,1,17
253,8.5,7959,1,17
253,8.5,8739,1,17
253,9,7959,1,17
253,9,8554,1,17
253,9,8649,1,17
254,6,8877,2,20.5
254,6.5,7959,2,20.5
254,6.5,8138,1,20.5
254,6.5,8182,1,20.5
254,7,8091,1,20.5
254,7,8966,1,20.5
254,8,8271,1,20.5
254,8.5,8463,1,20.5
254,8.5,8877,1,20.5
254,9,7915,2,20.5
255,10,8109,1,21
255,10,8572,1,21
256,6,7940,1,10.99
256,6,8537,1,10.99
256,9,8813,1,10.99
256,9.5,8210,1,10.99
256,9.5,8254,1,10.99
256,9.5,8493,2,10.99
256,10,8721,1,10.99
256,11,8030,1,10.99
256,11,8348,1,10.99
256,11,8857,1,10.99
257,6.5,8739,2,14
257,8.5,8091,1,14
257,9,8091,1,14
257,10,8138,2,14
258,6.5,8413,2,9.99
258,6.5,8603,1,9.99
258,8.5,8966,1,9.99
259,6.5,7959,1,11.49
259,6.5,8366,1,11.49
259,6.5,8554,1,11.49
259,7,8138,2,11.49
259,7,8831,1,11.49
259,7.5,8271,1,11.49
259,8.5,8463,1,11.49
259,8.5,8511,1,11.49
260,6.5,8463,1,9.99
260,8,7959,1,9.99
260,8,8831,2,9.99
260,8.5,8649,1,9.99
260,9,8511,1,9.99
260,9,8554,1,9.99
261,6,8554,1,14.5
261,6,8694,1,14.5
262,7.5,8366,1,16.5
262,9,8463,1,16.5
262,9,8649,1,16.5
263,5.5,8511,1,28
263,5.5,8554,1,28
263,5.5,8603,1,28
263,5.5,8649,2,28
263,5.5,8966,1,28
263,6,8138,1,28
263,6,8229,1,28
263,6,8554,1,28
263,6.5,8091,1,28
263,6.5,8877,2,28
263,7.5,9002,1,28
263,8.5,8182,1,28
263,8.5,8649,1,28
263,8.5,8831,1,28
264,9,8035,1,10
264,11,8448,1,10
266,7.5,8477,1,10.49
266,7.5,8753,1,10.49
266,7.5,8797,1,10.49
266,8,8242,1,10.49
266,8,8426,1,10.49
266,8.5,8524,1,10.49
266,8.5,8706,1,10.49
266,9,7972,1,10.49
266,9,8477,1,10.49
266,9,8568,1,10.49
266,9,9009,1,10.49
266,9.5,8380,1,10.49
266,9.5,8978,1,10.49
266,10,8380,1,10.49
266,10,8845,1,10.49
266,10,9009,1,10.49
266,10.5,8286,2,10.49
266,10.5,8426,2,10.49
266,10.5,8477,1,10.49
266,10.5,8616,1,10.49
266,11,8015,1,10.49
266,11,8332,2,10.49
266,11,8845,1,10.49
266,11,8978,1,10.49
267,7.5,8380,1,9.49
267,8,8380,1,9.49
267,8.5,8106,1,9.49
267,8.5,8753,1,9.49
267,9,8015,1,9.49
267,9.5,8380,1,9.49
267,9.5,8426,1,9.49
267,10.5,7928,1,9.49
267,10.5,8332,1,9.49
267,11,8978,1,9.49
267,12,8015,1,9.49
267,12,8753,1,9.49
268,8.5,8318,1,14.5
269,7,8827,1,25
269,8,7999,2,25
269,8,8044,1,25
269,8,8361,1,25
269,8,8781,1,25
269,9,8133,1,25
269,9,8827,1,25
269,10,8407,1,25
269,10,8505,1,25
269,10,8962,2,25
269,11,7910,2,25
269,11,8133,1,25
269,11,8361,2,25
269,11,8781,1,25
269,11,8917,1,25
269,12,7910,1,25
269,12,8085,2,25
269,12,8457,2,25
269,12,8597,1,25
269,12,8734,1,25
270,11,8457,1,12.5
270,11,8505,1,12.5
270,11,8597,1,12.5
271,6,8271,2,15.5
271,6,8831,2,15.5
271,6,8966,1,15.5
271,6.5,8318,1,15.5
271,6.5,8649,1,15.5
271,6.5,8877,2,15.5
271,7.5,8413,1,15.5
271,7.5,8923,1,15.5
272,8.5,8062,1,45
272,8.5,8430,1,45
272,8.5,8481,3,45
272,8.5,8666,2,45
272,8.5,8941,1,45
272,9,8019,1,45
272,9.5,7931,1,45
272,9.5,7976,1,45
272,9.5,8062,1,45
272,9.5,8336,1,45
272,9.5,8941,2,45
272,10,8019,1,45
272,10,8245,1,45
272,10,8336,1,45
272,10,8384,1,45
272,10,8430,1,45
272,10,8757,1,45
272,10,8847,1,45
272,10.5,8019,1,45
272,10.5,8109,1,45
272,10.5,8245,1,45
272,10.5,8336,2,45
272,10.5,8384,2,45
272,10.5,8430,2,45
272,10.5,8528,2,45
272,10.5,8572,1,45
272,10.5,8666,1,45
272,10.5,8709,1,45
272,10.5,8757,1,45
272,11,7886,2,45
272,11,7931,1,45
272,11,8019,1,45
272,11,8109,1,45
272,11,8154,1,45
272,11,8199,1,45
272,11,8336,4,45
272,11,8528,3,45
272,11,8620,1,45
272,11,8801,1,45
272,11,8941,2,45
272,11.5,8019,1,45
272,11.5,8062,3,45
272,11.5,8109,1,45
272,11.5,8199,2,45
272,11.5,8245,1,45
272,11.5,8290,1,45
272,11.5,8336,2,45
272,11.5,8481,1,45
272,11.5,8528,1,45
272,11.5,8620,1,45
272,11.5,8666,1,45
272,11.5,8801,1,45
272,12,7886,1,45
272,12,8019,1,45
272,12,8199,1,45
272,12,8245,2,45
272,12,8801,1,45
272,12,8847,1,45
273,9.5,8481,2,25
273,9.5,8709,1,25
273,11,8336,1,25
273,11,8384,1,25
273,11,8620,1,25
273,11.5,7931,1,25
273,11.5,8109,1,25
273,11.5,8384,1,25
273,12,8709,1,25
274,8.5,8430,1,45
274,9,7886,1,45
274,9,8245,1,45
274,9,8481,1,45
274,9.5,8481,1,45
274,9.5,8801,2,45
274,10,8062,1,45
274,10,8528,1,45
274,10.5,7886,2,45
274,10.5,8062,1,45
274,10.5,8199,1,45
274,10.5,8430,1,45
274,11,8430,1,45
274,11,8481,2,45
274,11,8666,1,45
274,11,8847,1,45
274,11.5,7931,3,45
274,11.5,8336,2,45
274,11.5,8430,1,45
274,11.5,8709,1,45
274,12,7886,2,45
274,12,8290,2,45
275,7.5,7976,1,20
275,7.5,8757,1,20
275,7.5,8847,1,20
275,7.5,8893,1,20
275,8,8847,1,20
275,9.5,8430,1,20
275,9.5,8757,1,20
275,10,7931,1,20
275,10,8528,1,20
275,10,8666,1,20
275,10.5,8154,1,20
275,10.5,8620,1,20
275,10.5,8801,1,20
276,7.5,8481,1,35
276,7.5,8666,1,35
276,8,7886,1,35
276,8,8019,1,35
276,8,8109,2,35
276,8,8245,1,35
276,8,8709,1,35
276,8.5,8199,1,35
276,8.5,8336,2,35
276,8.5,8384,1,35
276,8.5,8572,2,35
276,8.5,8620,2,35
276,8.5,8709,1,35
276,8.5,8847,1,35
276,8.5,8941,1,35
276,9,8062,1,35
276,9,8154,1,35
276,9,8199,2,35
276,9.5,7886,1,35
276,9.5,7931,1,35
276,9.5,7976,1,35
276,9.5,8019,2,35
276,9.5,8109,1,35
276,9.5,8245,1,35
276,9.5,8290,1,35
276,9.5,8336,1,35
276,9.5,8384,1,35
276,9.5,8620,1,35
276,9.5,8709,1,35
276,9.5,8847,1,35
276,10,7886,1,35
276,10,8245,1,35
276,10,8801,1,35
276,10.5,7976,1,35
276,10.5,8019,1,35
276,10.5,8154,1,35
276,10.5,8245,1,35
276,10.5,8528,1,35
276,11,7931,1,35
276,11,8154,2,35
276,11,8245,1,35
276,11,8384,2,35
276,11,8801,1,35
276,11,8847,2,35
276,11.5,7886,3,35
276,11.5,7931,1,35
276,11.5,7976,1,35
276,11.5,8019,2,35
276,11.5,8062,2,35
276,11.5,8109,2,35
276,11.5,8245,4,35
276,11.5,8336,1,35
276,11.5,8430,1,35
276,11.5,8481,1,35
276,11.5,8572,1,35
276,11.5,8620,2,35
276,11.5,8666,2,35
276,11.5,8709,2,35
276,11.5,8757,1,35
276,11.5,8847,2,35
276,11.5,8893,1,35
276,12,7886,1,35
276,12,8109,1,35
276,12,8290,3,35
276,12,8620,1,35
276,12,8801,1,35
276,12,8981,2,35
277,8.5,7886,1,31.5
277,9.5,8336,1,31.5
277,9.5,8757,1,31.5
277,9.5,8847,1,31.5
