saleid,saledate,customerid,tax,shipping
194153,2015-04-03,6306,0,9.95
194154,2015-04-04,7056,0,9.95
194155,2015-04-04,17553,0,47.88
194156,2015-04-04,2096,0,49.46
194157,2015-04-04,17389,0,9.95
194158,2015-04-04,1291,0,41.85
194159,2015-04-04,11317,0,44.38
194160,2015-04-05,14173,0,33.17
194161,2015-04-05,8364,0,9.95
194162,2015-04-05,16043,23.6,42.61
194163,2015-04-05,6409,0,20.79
194164,2015-04-05,10712,0,9.95
194165,2015-04-05,3109,0,36.59
194166,2015-04-05,7146,0,38.55
194167,2015-04-06,15560,0,9.95
194168,2015-04-06,6074,7.36,19.75
194169,2015-04-06,9404,0,21.11
194170,2015-04-06,1790,0,33.27
194171,2015-04-06,10070,0,9.95
194172,2015-04-06,15147,0,41.03
194173,2015-04-06,13221,0,44.47
194174,2015-04-06,5640,0,18.71
194175,2015-04-06,15518,0,42.89
194176,2015-04-06,15200,0,53.53
194177,2015-04-07,3773,0,33.43
194178,2015-04-07,16944,2.88,9.95
194179,2015-04-07,14958,0,9.95
194180,2015-04-08,9860,0,9.95
194181,2015-04-08,18258,32.16,47.36
194182,2015-04-08,18139,0,9.95
194183,2015-04-08,14036,24.4,42.81
194184,2015-04-08,1096,0,42.31
194185,2015-04-08,16292,0,9.95
194186,2015-04-08,6386,0,9.95
194187,2015-04-08,3675,1.92,9.95
194188,2015-04-09,12393,0,38.47
194189,2015-04-09,10542,0,40.69
194190,2015-04-09,5666,0,9.95
194191,2015-04-09,14047,0,9.95
194192,2015-04-09,3948,0,9.95
194193,2015-04-09,6376,0,46.86
194194,2015-04-09,73,0,19.31
194195,2015-04-09,13877,0,9.95
194196,2015-04-09,8251,31.52,44.59
194197,2015-04-09,14201,0,9.95
194198,2015-04-09,5240,0,42.77
194199,2015-04-10,17725,0,9.95
194200,2015-04-10,1242,0,9.95
194201,2015-04-10,13383,0,9.95
194202,2015-04-10,6738,0,9.95
194203,2015-04-10,11662,0,20.51
194204,2015-04-11,3132,0,9.95
194205,2015-04-11,11549,0,33.81
194206,2015-04-11,10088,0,37.97
194207,2015-04-11,988,0,9.95
194208,2015-04-11,3941,0,40.03
194209,2015-04-11,12555,0,9.95
194210,2015-04-11,4592,0,9.95
194211,2015-04-12,457,0,9.95
194212,2015-04-12,7207,0,36.65
194213,2015-04-12,7057,0,28.3
194214,2015-04-12,961,0,48.1
194215,2015-04-12,14652,0,20.99
194216,2015-04-13,6338,0,33.79
194217,2015-04-13,6601,0,9.95
194218,2015-04-13,1848,0,9.95
194219,2015-04-13,6487,3.2,9.95
194220,2015-04-13,11818,0,9.95
194221,2015-04-13,10225,26.64,43.37
194222,2015-04-14,16431,0,9.95
194223,2015-04-14,17113,0,9.95
194224,2015-04-14,98,0,50.63
194225,2015-04-14,10011,0,9.95
194226,2015-04-14,16325,1.28,9.95
194227,2015-04-14,1641,0,45.44
194228,2015-04-14,18179,8,9.95
194229,2015-04-14,15020,0,9.95
194230,2015-04-14,17698,0,9.95
194231,2015-04-14,5138,0,9.95
194232,2015-04-14,6520,0,9.95
194233,2015-04-14,11580,0,9.95
194234,2015-04-15,12033,0,42.61
194235,2015-04-15,11301,0,32.09
194236,2015-04-15,15027,0,9.95
194237,2015-04-15,7526,0,37.23
194238,2015-04-15,1827,0,9.95
194239,2015-04-15,13349,0,40.19
194240,2015-04-15,16078,0,46.9
194241,2015-04-15,957,0,39.27
194242,2015-04-16,6144,0,34.01
194243,2015-04-16,18316,0,50.34
194244,2015-04-16,11492,0,50.49
194245,2015-04-16,15365,29.84,44.17
194246,2015-04-16,15815,0,9.95
194247,2015-04-16,5135,0,18.77
194248,2015-04-17,8254,0,32.43
194249,2015-04-18,682,0,9.95
194250,2015-04-18,7038,0,38.37
194251,2015-04-18,16677,0,9.95
194252,2015-04-18,762,0,9.95
194253,2015-04-18,7928,0,9.95
194254,2015-04-19,1816,0,40.35
194255,2015-04-20,3488,0,9.95
194256,2015-04-20,6440,0,9.95
194257,2015-04-20,5763,0,37.37
194258,2015-04-20,14974,0,9.95
194259,2015-04-20,5208,0,9.95
194260,2015-04-20,15796,0,9.95
194261,2015-04-20,6102,0,50.46
194262,2015-04-21,1868,0,9.95
194263,2015-04-21,7813,0,46
194264,2015-04-21,441,0,9.95
194265,2015-04-21,4616,0,9.95
194266,2015-04-21,16723,0,9.95
194267,2015-04-21,8171,0,9.95
194268,2015-04-21,12421,0,18.43
194269,2015-04-21,2054,0,19.39
194270,2015-04-21,15012,0,9.95
194271,2015-04-21,16958,0,9.95
194272,2015-04-21,17325,0,23.11
194273,2015-04-21,16975,0,50.36
194274,2015-04-21,8118,0,48.46
194275,2015-04-22,17778,0,38.81
194276,2015-04-22,12037,0,20.11
194277,2015-04-22,16613,0,9.95
194278,2015-04-23,12037,0,30.59
194279,2015-04-23,10551,0,9.95
194280,2015-04-23,730,14.4,21.51
194281,2015-04-23,4667,0,9.95
194282,2015-04-23,11373,0,9.95
194283,2015-04-23,13020,0,33.63
194284,2015-04-23,15628,0,49.74
194285,2015-04-23,8060,0,55.1
194286,2015-04-24,407,0,9.95
194287,2015-04-24,13745,0,18.71
194288,2015-04-24,8613,0,9.95
194289,2015-04-24,3264,0,9.95
194290,2015-04-24,6441,0,44.68
194291,2015-04-24,3299,0,48.2
194292,2015-04-25,4459,0,33.09
194293,2015-04-25,10339,0,47.8
194294,2015-04-25,11108,0,9.95
194295,2015-04-25,14463,0,51.1
194296,2015-04-25,11299,0,9.95
194297,2015-04-25,7367,0,27.36
194298,2015-04-25,13941,10.48,31.99
194299,2015-04-27,2649,0,42.53
194300,2015-04-27,18123,0,40.21
194301,2015-04-27,12451,0,9.95
194302,2015-04-27,13478,0,9.95
194303,2015-04-27,11947,0,18.87
194304,2015-04-27,9184,0,9.95
194305,2015-04-27,15815,0,28.72
194306,2015-04-27,6568,0,20.15
194307,2015-04-28,8572,0,9.95
194308,2015-04-28,2043,0,34.17
194309,2015-04-28,16495,0,19.51
194310,2015-04-28,12352,0,9.95
194311,2015-04-28,8466,0,9.95
194312,2015-04-28,16314,0,40.01
194313,2015-04-28,15176,0,9.95
194314,2015-04-28,367,0,50
194315,2015-04-29,8791,0,9.95
194316,2015-04-29,18206,0,9.95
194317,2015-04-29,8260,0,50.84
194318,2015-04-30,17398,0,9.95
194319,2015-04-30,15956,30.48,46.94
194320,2015-04-30,931,0,9.95
194321,2015-04-30,17939,0,46.26
194322,2015-05-01,12411,0,9.95
194323,2015-05-01,13134,0,9.95
194324,2015-05-01,6854,0,9.95
194325,2015-05-01,12338,0,19.43
194326,2015-05-01,10550,0,9.95
194327,2015-05-01,6584,0,9.95
194328,2015-05-01,11849,0,20.91
194329,2015-05-01,15354,0,9.95
194330,2015-05-01,10139,0,9.95
194331,2015-05-01,10735,0,22.71
194332,2015-05-02,10552,0,9.95
194333,2015-05-02,1352,0,9.95
194334,2015-05-02,1095,0,18.75
194335,2015-05-02,3358,0,32.81
194336,2015-05-02,13383,0,20.11
194337,2015-05-03,11940,0,43.85
194338,2015-05-04,13548,36.08,45.73
194339,2015-05-04,8751,0,9.95
194340,2015-05-04,18093,0,39.61
194341,2015-05-04,7072,0,9.95
194342,2015-05-04,6738,0,9.95
194343,2015-05-04,15328,0,9.95
194344,2015-05-04,16357,0,9.95
194345,2015-05-04,4447,0,37.29
194346,2015-05-04,11027,0,36.67
194347,2015-05-05,17725,0,50.78
194348,2015-05-05,11465,0,21.71
194349,2015-05-05,3917,0,47.66
194350,2015-05-05,4285,0,9.95
194351,2015-05-05,14913,0,9.95
194352,2015-05-05,16785,0,21.43
194353,2015-05-05,623,0,47.24
194354,2015-05-05,1629,0,57.37
194355,2015-05-05,9445,0,9.95
194356,2015-05-05,10336,0,52.38
194357,2015-05-06,11945,0,9.95
194358,2015-05-06,11454,15.6,33.27
194359,2015-05-06,8883,0,20.31
194360,2015-05-06,18288,0,9.95
194361,2015-05-06,10116,0,53.23
194362,2015-05-06,6706,0,9.95
194363,2015-05-06,7035,0,42.19
194364,2015-05-06,13587,0,9.95
194365,2015-05-06,14904,0,9.95
194366,2015-05-07,6629,0,47.88
194367,2015-05-07,8590,0,46.42
194368,2015-05-07,14271,0,20.35
194369,2015-05-07,9234,0,33.47
194370,2015-05-07,9849,0,9.95
194371,2015-05-07,928,0,34.43
194372,2015-05-07,16002,0,9.95
194373,2015-05-08,1616,0,9.95
194374,2015-05-08,9469,0,53.69
194375,2015-05-08,9773,0,39.75
194376,2015-05-08,8485,0,26.92
194377,2015-05-08,6264,0,45.13
194378,2015-05-08,16495,0,46.5
194379,2015-05-09,16356,0,9.95
194380,2015-05-09,13868,0,36.25
194381,2015-05-09,11405,0,9.95
194382,2015-05-09,11100,0,45.84
194383,2015-05-10,4537,22.8,42.41
194384,2015-05-10,12777,0,21.11
194385,2015-05-10,5119,0,53.9
194386,2015-05-10,11817,0,46.7
194387,2015-05-10,1091,0,9.95
194388,2015-05-11,17487,0,38.43
194389,2015-05-11,1543,0,9.95
194390,2015-05-11,8443,0,9.95
194391,2015-05-12,658,0,9.95
194392,2015-05-12,1488,0,37.81
194393,2015-05-12,1542,0,9.95
194394,2015-05-12,15489,0,9.95
194395,2015-05-12,3514,0,9.95
194396,2015-05-12,8315,0,41.83
194397,2015-05-12,5856,0,39.21
194398,2015-05-12,10469,0,38.75
194399,2015-05-12,17939,0,46.06
194400,2015-05-13,9669,1.6,9.95
194401,2015-05-13,128,0,9.95
194402,2015-05-13,7937,0,20.51
194403,2015-05-13,15717,3.36,9.95
194404,2015-05-13,5814,0,46.8
194405,2015-05-13,4561,0,19.23
194406,2015-05-13,5509,0,48.72
194407,2015-05-13,12854,0,50.79
194408,2015-05-13,8493,10.56,20.55
194409,2015-05-13,8306,0,27.66
194410,2015-05-13,1440,0,19.99
194411,2015-05-14,17825,0,44.27
194412,2015-05-14,13021,0,27.74
194413,2015-05-15,16811,0,9.95
194414,2015-05-15,18098,0,53.52
194415,2015-05-15,2383,9.6,20.31
194416,2015-05-16,1160,0,20.23
194417,2015-05-16,8118,0,39.25
194418,2015-05-16,316,0,38.47
194419,2015-05-16,16596,0,50.2
194420,2015-05-16,13967,0,46.64
194421,2015-05-16,13696,0,44.7
194422,2015-05-17,8075,0,21.31
194423,2015-05-17,16445,20.48,38.57
194424,2015-05-17,3578,0,35.27
194425,2015-05-17,9769,0,38.89
194426,2015-05-18,11782,0,9.95
194427,2015-05-18,1048,0,20.71
194428,2015-05-18,4577,0,41.63
194429,2015-05-18,8633,0,9.95
194430,2015-05-18,13631,0,32.87
194431,2015-05-18,16785,0,9.95
194432,2015-05-18,1460,0,9.95
194433,2015-05-18,16972,0,9.95
194434,2015-05-18,8167,0,9.95
194435,2015-05-18,5321,0,46.08
194436,2015-05-18,7721,0,18.67
194437,2015-05-18,15272,0,33.99
194438,2015-05-18,16325,5.28,9.95
194439,2015-05-19,6171,5.6,9.95
194440,2015-05-19,6945,0,9.95
194441,2015-05-19,13098,0,9.95
194442,2015-05-19,15643,0,38.73
194443,2015-05-19,11759,0,38.61
194444,2015-05-19,1311,0,9.95
194445,2015-05-20,7199,0,38.53
194446,2015-05-20,16852,0,9.95
194447,2015-05-20,17493,0,46.46
194448,2015-05-20,12694,0,40.51
194449,2015-05-20,993,18,43.82
194450,2015-05-20,3719,0,49.1
194451,2015-05-20,11858,0,21.03
194452,2015-05-20,15654,27.27,43.53
194453,2015-05-20,7348,0,26.9
194454,2015-05-21,4585,2.4,18.51
194455,2015-05-21,15587,1.6,9.95
194456,2015-05-21,6513,0,38.99
194457,2015-05-21,4447,0,37.57
194458,2015-05-22,16778,0,39.03
194459,2015-05-22,8581,0,9.95
194460,2015-05-22,14019,0,21.35
194461,2015-05-22,4070,0,18.71
194462,2015-05-22,3068,0,37.37
194463,2015-05-22,7761,0,33.65
194464,2015-05-23,6486,0,9.95
194465,2015-05-23,9516,0,33.37
194466,2015-05-23,18115,0,9.95
194467,2015-05-24,11184,0,45.44
194468,2015-05-24,14245,0,9.95
194469,2015-05-24,16445,24.08,42.73
194470,2015-05-24,3941,0,50.88
194471,2015-05-25,17004,0,9.95
194472,2015-05-25,14934,0,9.95
194473,2015-05-25,11706,0,38.77
194474,2015-05-25,2778,0,41.93
194475,2015-05-26,6171,3.04,9.95
194476,2015-05-26,9420,0,20.01
194477,2015-05-26,11048,26.48,40.07
194478,2015-05-26,4622,0,46.66
194479,2015-05-26,14554,0,20.23
194480,2015-05-26,4182,0,44.56
194481,2015-05-26,11300,0,9.95
194482,2015-05-26,7813,0,9.95
194483,2015-05-27,1002,0,28.68
194484,2015-05-27,188,0,53.74
194485,2015-05-27,15445,34.24,45.27
194486,2015-05-27,8197,0,52.6
194487,2015-05-27,10205,0,19.19
194488,2015-05-28,11486,0,52.46
194489,2015-05-28,5995,0,43.03
194490,2015-05-28,9333,0,19.59
194491,2015-05-28,13197,0,9.95
194492,2015-05-28,12262,37.28,48.64
194493,2015-05-28,15556,0,50.02
194494,2015-05-28,13978,4,9.95
194495,2015-05-28,2899,0,9.95
194496,2015-05-28,10194,0,53.04
194497,2015-05-29,14333,0,9.95
194498,2015-05-29,961,0,27.3
194499,2015-05-29,14983,0,21.51
194500,2015-05-29,7759,0,9.95
194501,2015-05-29,17387,0,38.15
194502,2015-05-29,1081,0,43.53
194503,2015-05-29,16425,0,38.45
194504,2015-05-29,13696,0,33.69
194505,2015-05-30,4754,0,44.73
194506,2015-05-30,10897,0,9.95
194507,2015-05-30,7443,3.36,18.75
194508,2015-05-30,12393,0,9.95
194509,2015-05-30,8350,0,41.47
194510,2015-05-30,14988,0,34.79
194511,2015-05-30,13424,0,43.19
194512,2015-05-30,3570,0,54.93
194513,2015-05-30,7861,25.92,43.19
194514,2015-05-30,4691,0,9.95
194515,2015-05-31,8664,0,9.95
194516,2015-05-31,9509,0,9.95
194517,2015-05-31,15796,0,31.31
194518,2015-05-31,12335,0,41.95
194519,2015-05-31,9391,0,9.95
194520,2015-05-31,16692,0,9.95
194521,2015-05-31,7561,0,9.95
194522,2015-05-31,12971,2,9.95
194523,2015-05-31,6807,0,36.77
194524,2015-06-01,10397,30.07,44.23
194525,2015-06-01,16785,0,19.31
194526,2015-06-01,4382,0,9.95
194527,2015-06-01,7709,0,41.77
194528,2015-06-01,13105,0,39.67
194529,2015-06-02,2256,0,41.59
194530,2015-06-02,7235,6.56,9.95
194531,2015-06-02,17437,0,9.95
194532,2015-06-02,10526,0,9.95
194533,2015-06-02,5135,0,38.51
194534,2015-06-02,9800,0,9.95
194535,2015-06-02,8007,0,9.95
194536,2015-06-03,6917,0,52
194537,2015-06-03,8952,0,9.95
194538,2015-06-03,15663,0,9.95
194539,2015-06-03,17336,0,9.95
194540,2015-06-04,3358,0,22.71
194541,2015-06-04,4572,0,48.02
194542,2015-06-04,144,0,51.88
194543,2015-06-04,5820,0,20.15
194544,2015-06-04,7694,0,43.51
194545,2015-06-04,3614,0,36.03
194546,2015-06-05,3533,0,48.58
194547,2015-06-05,1544,4,9.95
194548,2015-06-05,13806,0,26.14
194549,2015-06-05,5314,0,43.19
194550,2015-06-05,16433,0,61.09
194551,2015-06-05,11369,28.72,46.5
194552,2015-06-06,714,0,9.95
194553,2015-06-06,9771,0,9.95
194554,2015-06-06,13521,0,27.64
194555,2015-06-06,3026,0,9.95
194556,2015-06-06,10453,0,42.65
194557,2015-06-07,13171,0,47.72
194558,2015-06-07,15654,2.72,9.95
194559,2015-06-07,13956,0,26.22
194560,2015-06-07,6931,0,9.95
194561,2015-06-07,2280,0,9.95
194562,2015-06-07,5795,0,35.27
194563,2015-06-08,3771,0,49.58
194564,2015-06-08,3896,0,54.31
194565,2015-06-08,8211,0,18.99
194566,2015-06-08,14396,0,9.95
194567,2015-06-08,9522,0,40.55
194568,2015-06-09,6059,0,9.95
194569,2015-06-09,1765,0,32.97
194570,2015-06-09,2766,0,44.75
194571,2015-06-09,8597,0,9.95
194572,2015-06-09,16741,0,41.93
194573,2015-06-09,11441,0,9.95
194574,2015-06-09,790,0,20.91
194575,2015-06-09,316,0,38.43
194576,2015-06-10,12077,0,41.79
194577,2015-06-11,9586,0,39.45
194578,2015-06-11,7035,0,9.95
194579,2015-06-11,9138,0,9.95
194580,2015-06-11,7924,0,9.95
194581,2015-06-11,11331,0,37.43
194582,2015-06-11,8669,0,40.25
194583,2015-06-11,15732,0,39.35
194584,2015-06-11,4459,0,44.15
194585,2015-06-11,17477,0,18.67
194586,2015-06-11,289,0,39.23
194587,2015-06-11,10899,0,38.75
194588,2015-06-11,7743,0,51.62
194589,2015-06-12,9669,4.48,19.03
194590,2015-06-12,118,0,39.83
194591,2015-06-12,13068,0,9.95
194592,2015-06-12,17686,0,44.09
194593,2015-06-12,6982,0,9.95
194594,2015-06-12,1250,0,42.29
194595,2015-06-12,1827,0,48.64
194596,2015-06-13,518,0,47.44
194597,2015-06-13,2744,0,40.31
194598,2015-06-14,10249,0,9.95
194599,2015-06-14,5955,0,9.95
194600,2015-06-14,10729,0,19.91
194601,2015-06-14,8399,0,9.95
194602,2015-06-14,12406,0,9.95
194603,2015-06-15,5928,0,9.95
194604,2015-06-15,5077,0,9.95
194605,2015-06-15,7583,0,40.41
194606,2015-06-16,6574,0,9.95
194607,2015-06-16,2547,0,9.95
194608,2015-06-16,9797,0,28.24
194609,2015-06-16,9762,0,51.34
194610,2015-06-16,4752,0,29.82
194611,2015-06-16,7443,38.24,50.96
194612,2015-06-16,10402,0,9.95
194613,2015-06-16,3068,0,51.34
194614,2015-06-16,6109,0,48.1
194615,2015-06-17,15980,0,9.95
194616,2015-06-17,6394,0,40.63
194617,2015-06-17,3876,0,33.31
194618,2015-06-19,18021,7.04,19.67
194619,2015-06-19,15167,0,9.95
194620,2015-06-19,3467,0,28.58
194621,2015-06-19,14228,0,46.53
194622,2015-06-19,1200,0,9.95
194623,2015-06-19,1242,0,49.2
194624,2015-06-20,17815,0,28.18
194625,2015-06-20,4394,0,9.95
194626,2015-06-20,5314,0,9.95
194627,2015-06-21,15233,0,9.95
194628,2015-06-21,15215,0,35.17
194629,2015-06-21,13573,0,9.95
194630,2015-06-21,2235,0,9.95
194631,2015-06-21,15966,0,43.39
194632,2015-06-21,15071,0,39.47
194633,2015-06-21,12429,0,39.03
194634,2015-06-21,16073,0,43.25
194635,2015-06-23,7403,0,9.95
194636,2015-06-23,1112,0,47.94
194637,2015-06-23,4946,0,33.23
194638,2015-06-23,10330,0,9.95
194639,2015-06-23,758,0,9.95
194640,2015-06-23,7348,0,9.95
194641,2015-06-24,12010,0,36.37
194642,2015-06-24,441,0,19.59
194643,2015-06-24,17338,0,48.42
194644,2015-06-24,1071,0,9.95
194645,2015-06-24,17932,0,9.95
194646,2015-06-24,16012,10.88,20.63
194647,2015-06-24,1076,0,27.52
194648,2015-06-24,881,0,21.19
194649,2015-06-24,8773,0,9.95
194650,2015-06-24,17231,0,49.9
194651,2015-06-24,10117,0,21.91
194652,2015-06-24,11361,0,28.42
194653,2015-06-24,8040,0,20.31
194654,2015-06-25,13407,0,34.27
194655,2015-06-25,17848,0,28.6
194656,2015-06-25,14309,0,9.95
194657,2015-06-25,3870,0,34.23
194658,2015-06-25,916,0,36.17
194659,2015-06-26,30,5.2,9.95
194660,2015-06-26,2718,0,40.31
194661,2015-06-26,13817,0,9.95
194662,2015-06-26,4261,0,45.67
194663,2015-06-27,10552,0,48.8
194664,2015-06-28,17253,6.32,9.95
194665,2015-06-28,14210,0,33.97
194666,2015-06-28,3695,0,19.51
194667,2015-06-28,15402,0,9.95
194668,2015-06-28,11725,0,9.95
194669,2015-06-28,10225,1.84,9.95
194670,2015-06-28,12900,0,9.95
194671,2015-06-28,15782,0,44.63
194672,2015-06-28,18387,0,44.05
194673,2015-06-28,17509,5.2,9.95
194674,2015-06-28,7163,0,21.75
194675,2015-06-30,6844,0,51.29
194676,2015-06-30,16785,0,48.32
194677,2015-06-30,3161,0,31.79
194678,2015-07-01,11164,12,20.91
194679,2015-07-01,14891,0,9.95
194680,2015-07-01,7917,5.76,9.95
194681,2015-07-01,6852,0,9.95
194682,2015-07-01,9982,0,9.95
194683,2015-07-01,10483,0,41.71
194684,2015-07-01,1021,0,9.95
194685,2015-07-01,14139,1.92,9.95
194686,2015-07-01,1868,0,9.95
194687,2015-07-01,844,35.84,50.36
194688,2015-07-02,3032,0,42.63
194689,2015-07-02,9516,0,49.88
194690,2015-07-02,10231,0,20.91
194691,2015-07-02,4988,0,41.85
194692,2015-07-02,9856,0,9.95
194693,2015-07-02,3713,0,9.95
194694,2015-07-02,144,0,9.95
194695,2015-07-02,13936,0,47.32
194696,2015-07-02,16071,0,9.95
194697,2015-07-02,727,24.32,42.79
194698,2015-07-02,3624,0,9.95
194699,2015-07-02,17122,0,20.31
194700,2015-07-03,4592,0,44.3
194701,2015-07-03,15626,10.8,9.95
194702,2015-07-04,13020,0,51.12
194703,2015-07-04,14869,0,18.47
194704,2015-07-05,2171,2.48,9.95
194705,2015-07-05,6491,0,9.95
194706,2015-07-05,3366,0,51.54
194707,2015-07-05,1394,37.68,48.74
194708,2015-07-06,1981,0,21.91
194709,2015-07-06,7852,0,9.95
194710,2015-07-06,11637,0,9.95
194711,2015-07-06,3775,0,9.95
194712,2015-07-06,7276,0,9.95
194713,2015-07-06,17274,0,9.95
194714,2015-07-06,15587,36.48,45.83
194715,2015-07-06,10024,0,38.79
194716,2015-07-06,15769,0,9.95
194717,2015-07-07,12572,42.64,49.98
194718,2015-07-07,17616,0,46.56
194719,2015-07-07,13021,0,9.95
194720,2015-07-07,17124,0,9.95
194721,2015-07-07,3924,0,19.23
194722,2015-07-07,11379,0,9.95
194723,2015-07-07,12265,5.92,9.95
194724,2015-07-07,9782,0,9.95
194725,2015-07-08,15581,0,9.95
194726,2015-07-08,7978,0,51.43
194727,2015-07-08,11547,0,19.75
194728,2015-07-08,11536,0,20.51
194729,2015-07-08,4745,0,34.61
194730,2015-07-08,16483,0,9.95
194731,2015-07-08,9629,0,44.19
194732,2015-07-08,8151,0,9.95
194733,2015-07-09,898,0,9.95
194734,2015-07-09,7885,0,43.87
194735,2015-07-09,10758,0,46.3
194736,2015-07-09,10763,0,9.95
194737,2015-07-09,2689,0,9.95
194738,2015-07-09,16778,0,9.95
194739,2015-07-09,7453,0,9.95
194740,2015-07-09,4294,0,31.55
194741,2015-07-10,4299,0,9.95
194742,2015-07-10,11767,0,9.95
194743,2015-07-10,3804,0,46.68
194744,2015-07-10,10577,0,9.95
194745,2015-07-10,14846,0,9.95
194746,2015-07-10,12971,1.84,9.95
194747,2015-07-10,445,0,38.23
194748,2015-07-10,5591,0,21.71
194749,2015-07-11,3008,0,38.29
194750,2015-07-11,4884,0,9.95
194751,2015-07-11,4231,0,9.95
194752,2015-07-11,7864,0,9.95
194753,2015-07-11,1916,0,20.31
194754,2015-07-11,3711,0,9.95
194755,2015-07-11,10434,30.08,48.92
194756,2015-07-11,9843,0,9.95
194757,2015-07-11,5062,0,42.83
194758,2015-07-11,12665,0,44.66
194759,2015-07-11,13784,0,9.95
194760,2015-07-11,4961,0,43.33
194761,2015-07-12,9299,26.24,45.88
194762,2015-07-12,4131,0,9.95
194763,2015-07-13,11722,0,21.11
194764,2015-07-13,1338,32.8,49.6
194765,2015-07-13,1553,0,9.95
194766,2015-07-13,5107,0,46.32
194767,2015-07-13,3797,0,22.23
194768,2015-07-13,1278,0,34.43
194769,2015-07-13,11852,0,47.14
194770,2015-07-13,15917,0,49.86
194771,2015-07-13,15328,0,9.95
194772,2015-07-13,2499,0,44.1
194773,2015-07-13,9767,0,33.13
194774,2015-07-14,1250,0,9.95
194775,2015-07-14,282,0,43.17
194776,2015-07-14,10476,0,19.03
194777,2015-07-14,1258,0,33.57
194778,2015-07-14,3388,0,36.41
194779,2015-07-14,14808,0,22.35
194780,2015-07-14,6845,0,21.03
194781,2015-07-14,14867,0,9.95
194782,2015-07-14,11169,0,20.51
194783,2015-07-15,15708,0,9.95
194784,2015-07-15,16120,0,21.11
194785,2015-07-15,15422,0,9.95
194786,2015-07-15,9102,0,35.89
194787,2015-07-15,7443,20.88,41.93
194788,2015-07-15,2792,0,9.95
194789,2015-07-15,14142,0,9.95
194790,2015-07-15,2723,0,49.58
194791,2015-07-15,2363,0,50.68
194792,2015-07-15,2228,0,9.95
194793,2015-07-16,5137,0,9.95
194794,2015-07-16,11474,0,43.91
194795,2015-07-16,18123,0,9.95
194796,2015-07-16,9679,0,27.68
194797,2015-07-16,7836,0,9.95
194798,2015-07-17,17032,0,43.79
194799,2015-07-17,2208,0,20.31
194800,2015-07-18,14028,31.44,44.57
194801,2015-07-18,4422,2.8,9.95
194802,2015-07-18,8984,0,9.95
194803,2015-07-18,3331,0,50.66
194804,2015-07-18,1234,0,27.96
194805,2015-07-18,4288,14.48,37.07
194806,2015-07-18,17786,0,49.48
194807,2015-07-18,1142,0,30.2
194808,2015-07-18,17059,0,20.51
194809,2015-07-19,16431,0,9.95
194810,2015-07-19,13197,0,9.95
194811,2015-07-19,13145,0,35.41
194812,2015-07-19,6725,0,34.37
194813,2015-07-19,8033,0,49.32
194814,2015-07-19,1091,0,9.95
194815,2015-07-19,1976,0,9.95
194816,2015-07-20,11980,0,9.95
194817,2015-07-20,16617,0,9.95
194818,2015-07-20,18387,0,21.33
194819,2015-07-20,6041,0,18.71
194820,2015-07-20,6492,0,34.29
194821,2015-07-20,11310,0,18.71
194822,2015-07-20,9800,0,9.95
194823,2015-07-20,14901,0,40.71
194824,2015-07-20,8635,0,20.79
194825,2015-07-20,9468,0,9.95
194826,2015-07-21,5763,0,33.93
194827,2015-07-21,3097,0,21.51
194828,2015-07-21,6958,0,9.95
194829,2015-07-21,4906,0,33.29
194830,2015-07-21,8824,0,9.95
194831,2015-07-21,3218,0,19.29
194832,2015-07-21,13403,0,41.93
194833,2015-07-21,11655,0,9.95
194834,2015-07-21,8499,0,9.95
194835,2015-07-21,1481,0,44.65
194836,2015-07-21,1842,10.4,20.51
194837,2015-07-21,4707,0,19.27
194838,2015-07-22,7056,0,44.03
194839,2015-07-22,11545,9.6,9.95
194840,2015-07-22,4899,0,45.02
194841,2015-07-22,9022,0,34.39
194842,2015-07-22,2609,0,9.95
194843,2015-07-22,3667,0,52.47
194844,2015-07-22,6441,0,9.95
194845,2015-07-22,10950,0,49.28
194846,2015-07-22,12327,0,20.53
194847,2015-07-22,15731,0,48.72
194848,2015-07-23,5082,0,9.95
194849,2015-07-23,4614,0,35.23
194850,2015-07-23,13925,0,48.7
194851,2015-07-23,7885,0,9.95
194852,2015-07-23,5831,0,20.87
194853,2015-07-23,7654,0,43.81
194854,2015-07-23,17914,34.48,47.94
194855,2015-07-23,1328,1.68,9.95
194856,2015-07-23,16706,0,34.45
194857,2015-07-23,4146,0,9.95
194858,2015-07-24,9766,0,21.71
194859,2015-07-24,14958,0,9.95
194860,2015-07-24,14983,0,20.95
194861,2015-07-24,15437,0,29.4
194862,2015-07-24,11310,0,9.95
194863,2015-07-24,503,0,9.95
194864,2015-07-25,17210,0,45.65
194865,2015-07-25,8546,0,39.47
194866,2015-07-25,1091,0,9.95
194867,2015-07-26,6486,0,43.93
194868,2015-07-26,1329,0,9.95
194869,2015-07-26,10120,0,46.7
194870,2015-07-26,5013,0,9.95
194871,2015-07-26,11299,0,27.16
194872,2015-07-26,4241,0,19.59
194873,2015-07-26,10820,0,20.87
194874,2015-07-26,14071,1.44,9.95
194875,2015-07-27,11575,0,43.59
194876,2015-07-27,12854,0,9.95
194877,2015-07-27,12981,0,49.14
194878,2015-07-27,2405,0,9.95
194879,2015-07-27,8493,26.88,43.43
194880,2015-07-28,15654,24.64,45.48
194881,2015-07-28,6210,0,38.59
194882,2015-07-28,18268,0,19.83
